Year_Birth,Education,Marital_Status,Income,Children,Teens,DaysSinceLastPurchase,Alcohol,Fruits,Meats,Vegetables,Grains,Discounts,WebPurchases,StorePurchases
1964,Graduate,Married,42000,1,1,51,220,0,11,3,0,5,5,5
1974,College,Single,42000,1,1,83,67,5,20,3,8,5,2,5
1981,Graduate,Single,42000,1,0,34,393,5,45,7,5,5,10,6
1964,College,Divorced,42000,1,1,57,77,8,15,10,10,5,3,4
1989,College,Married,42000,1,0,42,235,0,78,19,4,5,8,7
1955,College,Single,43000,1,1,7,194,2,19,0,0,5,4,6
1955,College,Single,43000,1,1,7,194,2,19,0,0,5,4,6
1980,Graduate,Married,44000,1,0,19,378,0,34,0,0,5,6,6
1970,College,Divorced,44000,1,1,48,183,5,22,3,5,5,5,4
1971,College,Divorced,44000,1,1,53,110,5,20,7,1,5,5,4
1974,College,Single,44000,1,1,71,87,5,24,7,12,5,4,4
1974,Graduate,Married,45000,1,1,64,203,0,7,0,0,5,3,6
1948,Graduate,Divorced,45000,1,2,74,144,2,33,7,2,5,6,4
1974,College,Married,45000,0,1,26,98,0,35,49,10,5,5,5
1974,College,Married,45000,0,1,26,98,0,35,49,10,5,5,5
1975,College,Married,46000,0,1,36,254,6,24,4,0,5,5,7
1974,College,Married,46000,1,1,88,215,13,29,17,17,5,6,5
1954,Graduate,Married,46000,0,1,92,188,3,60,20,3,5,7,6
1956,College,Single,46000,0,1,11,72,24,23,65,4,5,3,6
1978,College,Married,47000,0,1,98,508,11,20,23,5,5,11,6
1956,College,Single,47000,0,1,55,172,41,29,45,6,5,5,5
1960,College,Single,48000,0,1,72,505,0,9,0,0,5,7,6
1973,Graduate,Single,48000,0,1,3,322,3,17,4,3,5,7,6
1973,Graduate,Single,48000,0,1,3,322,3,17,4,3,5,7,6
1973,Graduate,Single,48000,0,1,3,322,3,17,4,3,5,7,6
1973,College,Married,49000,0,1,6,376,0,13,11,8,5,6,6
1969,College,Married,49000,1,1,8,73,57,33,71,15,5,6,5
1972,Graduate,Single,50000,1,0,63,123,17,57,39,0,5,6,5
1990,College,Single,51000,1,0,28,342,32,77,34,32,5,10,4
1973,Graduate,Divorced,52000,1,1,67,146,0,31,7,13,5,4,5
1954,College,Single,53000,0,1,70,729,17,44,11,0,5,10,7
1958,College,Single,54000,0,1,21,620,16,55,0,24,5,5,12
1958,College,Single,54000,0,1,21,620,16,55,0,24,5,5,12
1956,College,Single,54000,1,1,25,178,4,9,8,4,5,4,5
1975,Graduate,Married,55000,0,1,64,318,3,6,4,7,5,4,8
1956,Graduate,Single,55000,0,1,3,154,22,67,39,30,5,4,9
1950,Graduate,Married,56000,1,1,53,483,0,36,0,6,5,11,6
1962,College,Married,56000,0,1,84,675,0,28,10,7,5,10,8
1969,Graduate,Married,56000,0,1,72,689,8,56,11,8,5,8,11
1981,College,Married,56000,1,1,25,349,16,48,28,5,5,8,4
1972,College,Married,57000,1,1,64,157,6,13,6,13,5,4,5
1965,Graduate,Divorced,58000,0,1,34,801,0,27,0,0,5,8,12
1962,College,Single,58000,0,1,39,229,7,46,4,0,5,4,8
1966,College,Single,58000,0,1,49,545,7,38,37,21,5,7,11
1955,College,Single,58000,0,1,71,430,16,107,43,24,5,4,11
1981,Graduate,Married,58000,1,0,94,173,43,39,46,27,5,5,6
1969,College,Single,59000,1,2,10,151,7,30,0,7,5,4,6
1964,College,Married,59000,0,1,25,895,10,34,13,0,5,3,8
1962,Graduate,Single,59000,0,2,87,327,9,41,19,14,5,5,9
1976,Graduate,Single,60000,0,1,57,1048,0,72,0,0,5,11,5
1973,Graduate,Married,60000,0,1,61,365,3,15,4,3,5,7,5
1958,Graduate,Single,61000,1,1,42,534,5,16,0,5,5,11,6
1975,Graduate,Married,61000,1,1,88,565,6,22,0,6,5,9,8
1976,College,Married,61000,0,1,80,387,126,114,0,45,5,8,11
1966,College,Single,61000,0,1,61,606,7,52,10,0,5,10,8
1972,Graduate,Single,62000,0,1,55,799,12,125,16,12,5,7,5
1970,College,Married,62000,0,1,13,129,129,86,168,121,5,6,12
1970,College,Married,62000,0,1,13,129,129,86,168,121,5,6,12
1965,Graduate,Married,63000,1,1,29,379,6,52,25,91,5,9,7
1950,Graduate,Divorced,63000,0,1,53,965,69,93,54,41,5,8,9
1952,College,Married,63000,0,1,10,120,58,24,65,89,5,5,5
1964,Graduate,Divorced,64000,0,2,71,1459,0,20,0,15,5,2,6
1962,College,Divorced,64000,0,1,38,897,23,69,15,11,5,9,12
1954,College,Divorced,64000,0,1,17,1170,48,107,42,32,5,11,9
1961,Graduate,Divorced,64000,0,1,41,731,60,118,78,12,5,10,5
1965,Graduate,Single,66000,1,1,37,239,7,40,4,15,5,6,6
1970,Graduate,Married,67000,0,1,37,702,17,50,0,8,5,5,12
1974,College,Married,67000,0,1,63,757,80,72,29,80,5,9,12
1974,College,Married,67000,0,1,63,757,80,72,29,80,5,9,12
1974,College,Married,67000,0,1,63,757,80,72,29,80,5,9,12
1964,College,Single,68000,0,1,54,806,80,54,120,11,5,10,10
1967,College,Divorced,71000,1,1,16,129,26,22,3,67,5,6,5
1956,College,Married,71000,0,1,50,336,123,91,46,123,5,6,12
1955,College,Single,75000,0,1,14,209,162,70,41,162,5,4,10
1967,College,Single,76000,1,1,77,650,28,118,45,42,5,4,11
1970,College,Single,0,1,2,67,738,20,57,52,50,6,2,10
1988,College,Single,23000,1,0,97,104,20,34,24,15,6,5,5
1981,HS,Married,34000,0,0,92,228,122,41,208,129,6,11,8
1984,College,Single,35000,1,0,68,75,12,47,43,39,6,6,5
1984,College,Single,35000,1,0,68,75,12,47,43,39,6,6,5
1968,College,Single,36000,1,1,80,158,0,8,0,0,6,3,5
1954,College,Single,36000,0,1,46,157,43,42,68,56,6,3,4
1971,College,Married,37000,1,0,16,172,10,42,21,13,6,7,4
1986,College,Married,39000,1,0,95,120,19,69,25,19,6,7,5
1989,College,Single,39000,1,0,80,46,35,23,84,41,6,4,6
1953,College,Single,40000,0,1,78,424,17,39,7,23,6,8,8
1977,College,Married,41000,1,0,79,171,7,57,25,19,6,8,5
1977,College,Married,42000,1,0,56,244,15,36,4,15,6,7,6
1977,College,Married,42000,1,0,56,244,15,36,4,15,6,7,6
1955,College,Divorced,42000,0,1,31,302,29,44,32,0,6,8,7
1952,College,Single,43000,1,1,50,90,17,32,15,6,6,4,5
1968,Graduate,Divorced,43000,0,1,28,324,48,62,39,18,6,6,4
1952,Graduate,Single,44000,1,1,9,177,2,24,3,2,6,5,4
1978,Graduate,Married,44000,1,0,22,327,9,42,25,4,6,7,8
1980,College,Single,44000,1,0,46,186,36,78,86,72,6,10,6
1969,Graduate,Single,45000,1,1,35,167,2,30,0,0,6,6,4
1966,College,Married,45000,0,1,98,538,13,30,17,6,6,6,11
1970,Graduate,Married,45000,1,0,39,513,7,44,46,14,6,8,8
1963,Graduate,Single,47000,0,1,71,777,30,54,0,51,6,4,7
1973,Graduate,Single,47000,1,1,81,96,1,26,7,1,6,5,3
1952,Graduate,Divorced,47000,0,2,8,96,12,32,33,22,6,4,6
1957,College,Single,47000,0,1,10,200,19,37,50,15,6,5,8
1971,Graduate,Single,47000,0,1,35,595,71,51,120,112,6,3,10
1975,College,Single,47000,0,1,88,350,104,63,197,151,6,11,5
1975,College,Married,48000,1,1,69,159,4,15,6,2,6,5,4
1956,College,Married,48000,1,1,53,106,27,23,52,7,6,4,5
1960,Graduate,Married,49000,1,1,69,206,10,22,30,27,6,4,8
1963,Graduate,Divorced,49000,1,1,50,81,18,38,47,13,6,4,5
1976,Graduate,Married,50000,0,2,66,411,0,9,0,0,6,7,7
1976,Graduate,Married,50000,0,2,66,411,0,9,0,0,6,7,7
1976,College,Single,50000,1,1,70,266,6,17,8,6,6,7,5
1972,College,Single,50000,0,1,24,284,16,53,84,16,6,7,6
1960,Graduate,Divorced,51000,0,1,98,459,0,8,6,0,6,4,7
1960,Graduate,Divorced,51000,0,1,98,459,0,8,6,0,6,4,7
1965,Graduate,Single,51000,1,1,54,205,20,16,23,2,6,5,5
1963,Graduate,Single,52000,0,1,24,953,0,24,0,0,6,10,10
1963,Graduate,Single,52000,0,1,24,953,0,24,0,0,6,10,10
1958,College,Single,53000,1,1,65,215,7,11,3,0,6,5,5
1969,Graduate,Single,53000,0,1,34,896,10,34,13,10,6,4,9
1955,Graduate,Married,53000,0,1,72,393,0,80,90,69,6,5,9
1966,College,Married,54000,1,1,13,185,0,9,3,2,6,3,6
1972,Graduate,Married,54000,1,1,7,158,0,25,13,7,6,4,3
1973,Graduate,Single,55000,0,1,85,582,0,22,0,0,6,8,9
1956,Graduate,Single,55000,1,1,85,145,13,15,17,2,6,4,4
1975,College,Single,56000,1,2,26,347,0,12,4,3,6,4,8
1975,College,Single,56000,1,1,35,367,4,17,6,4,6,7,6
1978,College,Married,57000,1,1,45,182,4,11,0,2,6,4,5
1955,College,Single,58000,1,1,48,189,10,84,56,43,6,8,7
1970,College,Divorced,59000,0,1,77,440,81,123,0,122,6,11,9
1968,College,Single,59000,1,1,55,368,24,23,38,0,6,8,6
1968,College,Single,59000,1,1,55,368,24,23,38,0,6,8,6
1955,Graduate,Married,60000,0,1,11,629,0,23,0,0,6,11,7
1948,Graduate,Single,60000,0,1,3,502,19,44,0,6,6,6,11
1959,College,Divorced,61000,0,1,49,382,138,22,60,26,6,5,12
1966,College,Single,71000,0,1,23,736,114,93,82,76,6,5,8
1962,Graduate,Married,73000,0,1,17,1205,0,78,19,14,6,6,13
1969,Graduate,Single,0,1,1,52,375,42,16,94,66,7,4,4
1978,College,Single,30000,1,0,51,154,20,22,0,12,7,6,4
1980,College,Married,35000,1,0,11,158,6,15,8,2,7,3,5
1973,College,Married,36000,2,1,94,73,3,30,12,1,7,4,4
1973,College,Married,36000,2,1,94,73,3,30,12,1,7,4,4
1972,College,Married,39000,1,2,90,164,24,34,12,3,7,5,6
1962,College,Divorced,40000,1,1,54,165,3,49,4,24,7,6,5
1977,College,Married,41000,1,0,41,281,7,28,15,0,7,7,4
1951,College,Single,41000,0,1,69,270,3,9,39,6,7,7,5
1951,College,Single,41000,0,1,69,270,3,9,39,6,7,7,5
1971,Graduate,Divorced,43000,1,1,64,379,4,31,12,9,7,6,4
1971,Graduate,Married,46000,1,1,56,163,2,13,8,11,7,3,6
1962,Graduate,Single,47000,1,1,81,167,2,15,6,2,7,4,4
1980,College,Married,50000,1,1,47,97,12,28,13,10,7,3,6
1967,College,Married,51000,1,1,67,247,8,53,6,8,7,6,6
1954,College,Married,51000,1,1,10,297,0,13,13,0,7,5,4
1974,Graduate,Divorced,53000,1,1,2,229,7,47,10,3,7,5,8
1956,Graduate,Married,53000,0,1,92,856,0,25,12,9,7,9,9
1975,Graduate,Single,53000,1,1,61,216,9,19,20,9,7,4,5
1968,College,Single,57000,0,1,44,159,0,40,0,0,7,4,8
1965,Graduate,Married,57000,2,1,60,292,3,26,10,3,7,6,5
1965,Graduate,Married,57000,2,1,60,292,3,26,10,3,7,6,5
1981,Graduate,Single,57000,1,0,81,746,8,42,11,8,7,8,9
1977,Graduate,Single,58000,1,1,52,456,4,8,0,0,7,8,6
1978,College,Single,58000,1,0,48,344,35,59,15,23,7,7,9
1959,College,Single,58000,0,1,24,290,59,59,77,5,7,4,8
1972,College,Married,60000,1,1,87,623,53,59,23,17,7,3,8
1972,College,Single,60000,0,1,37,771,51,51,54,10,7,11,12
1979,College,Single,60000,0,1,25,265,199,101,234,9,7,10,12
1979,College,Single,60000,0,1,25,265,199,101,234,9,7,10,12
1958,College,Married,61000,0,1,37,789,0,44,0,28,7,11,8
1946,Graduate,Single,64000,2,1,56,406,0,10,0,0,7,8,5
1946,Graduate,Single,64000,2,1,56,406,0,10,0,0,7,8,5
1973,College,Single,65000,0,1,58,654,7,31,0,15,7,9,8
1953,Graduate,Single,65000,1,2,81,986,36,56,16,0,7,11,4
1978,College,Married,66000,1,1,57,328,9,41,12,24,7,4,10
1978,College,Married,66000,1,1,57,328,9,41,12,24,7,4,10
1965,College,Married,66000,1,1,71,199,9,19,20,21,7,4,7
1960,College,Single,71000,0,1,28,1001,17,191,93,125,7,11,5
1970,College,Single,75000,1,2,90,856,59,162,58,29,7,2,5
1971,College,Married,37000,1,0,80,167,37,21,49,34,8,4,6
1965,College,Single,43000,1,1,9,392,5,30,28,26,8,7,7
1968,Graduate,Married,44000,1,1,70,224,0,10,0,0,8,5,5
1962,College,Single,51000,1,1,46,230,14,52,82,24,8,9,5
1974,College,Divorced,53000,1,1,30,160,15,65,15,11,8,6,7
1975,College,Single,53000,1,1,49,280,7,27,20,0,8,6,5
1953,Graduate,Single,54000,1,1,60,349,4,26,6,0,8,7,6
1962,Graduate,Married,55000,0,1,72,686,17,47,23,26,8,6,13
1981,College,Single,56000,1,1,51,230,48,71,13,32,8,9,7
1966,Graduate,Married,57000,1,1,51,464,5,21,7,0,8,9,7
1968,College,Divorced,62000,0,1,23,641,7,19,0,0,8,10,6
1979,College,Married,64000,1,1,87,457,5,35,15,17,8,11,6
1965,College,Divorced,64000,0,1,52,1215,33,83,64,116,8,8,8
1952,College,Single,65000,1,1,51,480,86,83,75,86,8,6,5
1966,College,Single,37000,1,1,30,231,7,46,4,15,9,5,8
1966,College,Single,37000,1,1,30,231,7,46,4,15,9,5,8
1971,Graduate,Married,50000,1,1,4,604,0,33,19,0,9,10,8
1959,College,Single,51000,1,1,64,313,8,35,6,4,9,8,6
1958,Graduate,Single,51000,1,1,62,239,13,48,45,4,9,6,7
1955,Graduate,Single,56000,1,2,11,416,0,9,0,0,9,6,6
1972,Graduate,Married,57000,1,1,48,306,5,36,21,109,9,5,10
1954,Graduate,Married,73000,1,1,39,826,50,106,50,38,9,5,12
1974,Graduate,Single,46000,1,1,21,410,0,20,19,9,10,7,8
1976,College,Married,46000,1,1,11,342,9,37,19,14,10,5,9
1963,Graduate,Married,53000,1,1,41,489,6,51,8,6,10,9,6
1971,Graduate,Married,61000,1,1,17,267,42,103,55,42,10,7,9
1970,College,Single,83000,1,2,98,433,89,217,16,102,10,4,9
1954,Graduate,Divorced,57000,0,1,55,941,14,132,76,58,11,8,9
1973,College,Single,60000,1,1,13,488,23,24,15,0,11,8,7
1949,Graduate,Married,63000,1,1,3,1099,0,15,0,0,11,3,10
1949,Graduate,Married,63000,1,1,3,1099,0,15,0,0,11,3,10
1957,Graduate,Married,75000,1,2,26,733,9,60,12,19,11,6,5
1957,Graduate,Married,0,2,1,4,230,42,64,49,37,12,7,8
1956,College,Single,54000,1,1,0,454,0,57,8,19,12,9,8
1956,College,Single,54000,1,1,0,454,0,57,8,19,12,9,8
1976,College,Married,59000,1,1,20,490,0,61,10,28,12,7,9
1956,Graduate,Single,51000,1,1,88,285,28,81,55,114,13,6,12
1973,Graduate,Married,54000,1,1,74,539,6,30,8,6,13,8,9
1979,College,Single,61000,1,1,72,600,21,43,223,150,13,2,12
1971,College,Divorced,2000,0,0,65,1,1,6,1,1,15,0,0
1979,College,Married,2000,1,0,42,1,1,575,1,1,15,0,0
1963,Graduate,Married,4000,1,1,29,5,0,0,1,1,15,0,0
1991,College,Single,8000,0,0,62,73,18,22,7,12,15,0,0
1967,College,Single,67000,1,1,76,515,47,60,149,95,15,9,9
1973,Graduate,Married,157000,0,1,98,20,2,527,1,2,15,0,0
1982,Graduate,Married,161000,0,0,21,55,16,541,17,3,15,0,1
